season,round,player,elo
1,54,Nijmegen,1468.0
1,54,RB Leipzig,1833.0
1,54,Sassuolo,1631.0
1,54,Valencia,1704.0
1,54,Vitesse,1397.0
1,55,Aberdeen,1356.0
1,55,Barcelona,1863.0
1,55,Bayern München,1964.0
1,55,Celta Vigo,1638.0
1,55,Fiorentina,1748.0
1,55,Girona,1787.0
1,55,Inter,1940.0
1,55,Köln,1612.0
1,55,Lazio,1772.0
1,55,Napoli,1811.0
1,55,Rizespor,1378.0
1,55,St Johnstone,1251.0
1,55,Trabzonspor,1535.0
1,55,Union Berlin,1653.0
1,55,Villarreal,1692.0
1,55,Wolfsburg,1675.0
1,56,Almeria,1555.0
1,56,Aston Villa,1851.0
1,56,Atletico Madrid,1861.0
1,56,Barcelona,1863.0
1,56,Getafe,1677.0
1,56,Inter,1940.0
1,56,Juventus,1852.0
1,56,Mainz,1635.0
1,56,Napoli,1811.0
1,56,Newcastle,1794.0
1,56,Osasuna,1653.0
1,56,Real Madrid,1968.0
1,56,Valencia,1704.0
1,56,Valladolid,1571.0
1,56,Verona,1590.0
1,56,Werder Bremen,1615.0
1,57,AC Milan,1839.0
1,57,Alaves,1609.0
1,57,Bayer Leverkusen,1860.0
1,57,Bayern München,1964.0
1,57,Birmingham,1421.0
1,57,Empoli,1573.0
1,57,Gil Vicente,1428.0
1,57,Girona,1787.0
1,57,Guimaraes,1548.0
1,57,Mainz,1635.0
1,57,Napoli,1811.0
1,57,Real Madrid,1968.0
1,57,Salernitana,1568.0
1,57,Sheffield Wednesday,1391.0
1,57,Union Berlin,1653.0
1,57,Villarreal,1692.0
1,58,Bayern München,1964.0
1,58,Benfica,1789.0
1,58,Betis,1732.0
1,58,Dinamo Zagreb,1533.0
1,58,FCK,1648.0
1,58,Feyenoord,1727.0
1,58,Galatasaray,1685.0
1,58,Lazio,1772.0
1,58,Manchester City,2045.0
1,58,Marseille,1736.0
1,58,PSG,1881.0
1,58,RB Leipzig,1833.0
1,58,Real Madrid,1968.0
1,58,Roma,1761.0
1,58,Shakhtar Donetsk,1617.0
1,58,Sociedad,1814.0
1,58,Sparta Prag,1663.0
1,58,Sporting Lissabon,1768.0
1,58,Toulouse,1603.0
1,58,Young Boys,1619.0
1,59,Barcelona,1863.0
1,59,Bologna,1718.0
1,59,Brøndby,1565.0
1,59,Celta Vigo,1638.0
1,59,Chelsea,1782.0
1,59,Dortmund,1845.0
1,59,FC Midtjylland,1625.0
1,59,FCK,1648.0
1,59,Genoa,1624.0
1,59,Lazio,1772.0
1,59,Mallorca,1642.0
1,59,Manchester City,2045.0
1,59,Napoli,1811.0
1,59,Rayo Vallecano,1655.0
1,59,Real Madrid,1968.0
1,59,Silkeborg,1479.0
1,59,Sociedad,1814.0
1,59,Wolfsburg,1675.0
1,60,Ajax,1653.0
1,60,Arsenal,1910.0
1,60,Atletico Madrid,1861.0
1,60,Barcelona,1863.0
1,60,Benfica,1789.0
1,60,Bodø/Glimt,1603.0
1,60,Dortmund,1845.0
1,60,Feyenoord,1727.0
1,60,Freiburg,1716.0
1,60,Galatasaray,1685.0
1,60,Gent,1651.0
1,60,Inter,1940.0
1,60,Lens,1747.0
1,60,Maccabi Haifa,1588.0
1,60,Napoli,1811.0
1,60,PSV,1819.0
1,60,Portugal,2032.0
1,60,Roma,1761.0
1,60,Sparta Prag,1663.0
1,60,Toulouse,1603.0
2,1,Ajax,1625.0
2,1,Aston Villa,1794.0
2,1,Athletic Bilbao,1769.0
2,1,Barcelona,1896.0
2,1,Bayern München,1925.0
2,1,FC Nordsjælland,1568.0
2,1,FCK,1616.0
2,1,Lazio,1787.0
2,1,Liverpool,1925.0
2,1,Manchester City,2050.0
2,1,Manchester United,1756.0
2,1,Monza,1650.0
2,1,PSG,1906.0
2,1,RB Leipzig,1850.0
2,1,Real Madrid,1997.0
2,1,Roma,1798.0
2,1,Silkeborg,1458.0
2,1,Sociedad,1738.0
2,1,Sparta Prag,1728.0
2,2,Ajax,1625.0
2,2,Arsenal,1964.0
2,2,Aston Villa,1794.0
2,2,Atletico Madrid,1853.0
2,2,Barcelona,1896.0
2,2,Bologna,1765.0
2,2,Dortmund,1872.0
2,2,FC Midtjylland,1617.0
2,2,Frankfurt,1724.0
2,2,Girona,1765.0
2,2,Hoffenheim,1660.0
2,2,Inter,1955.0
2,2,Liverpool,1925.0
2,2,Manchester City,2050.0
2,2,Napoli,1790.0
2,2,Osasuna,1669.0
2,2,PSV,1795.0
2,2,Porto,1792.0
2,2,Randers,1444.0
2,3,Alaves,1647.0
2,3,Athletic Bilbao,1769.0
2,3,Atletico Madrid,1853.0
2,3,Barcelona,1896.0
2,3,Chelsea,1842.0
2,3,Hoffenheim,1660.0
2,3,Inter,1955.0
2,3,Leicester,1640.0
2,3,Liverpool,1925.0
2,3,Lyngby,1357.0
2,3,Manchester United,1756.0
2,3,Napoli,1790.0
2,3,Stuttgart,1814.0
2,3,Viborg,1436.0
2,4,Bosnien,1491.0
2,4,Colombia,2061.0
2,4,Estland,1357.0
2,4,Finland,1607.0
2,4,Georgien,1754.0
2,4,Gibraltar,1056.0
2,4,Grækenland,1781.0
2,4,Island,1574.0
2,4,Israel,1557.0
2,4,Kazakhstan,1457.0
2,4,Lituaen,1324.0
2,4,Luxembourg,1462.0
2,4,Norge,1746.0
2,4,Polen,1748.0
2,4,Portugal,1975.0
2,4,Spanien,2157.0
2,4,Sverige,1703.0
2,4,Tjekkiet,1723.0
2,4,Ukraine,1767.0
2,4,Wales,1701.0
2,5,Albacete,1476.0
2,5,Canada,1770.0
2,5,Costa Rica,1662.0
2,5,Danmark,1863.0
2,5,Ferencvaros,1485.0
2,5,Georgien,1754.0
2,5,Grækenland,1781.0
2,5,Honduras,1506.0
2,5,Island,1574.0
2,5,Polen,1748.0
2,5,Schweiz,1855.0
2,5,Trinidad,1383.0
2,5,Ukraine,1767.0
2,5,Wales,1701.0
2,6,AC Milan,1827.0
2,6,AGF,1521.0
2,6,Arsenal,1964.0
2,6,Athletic Bilbao,1769.0
2,6,Bayern München,1925.0
2,6,Brentford,1714.0
2,6,Brøndby,1537.0
2,6,Dortmund,1872.0
2,6,FC Nordsjælland,1568.0
2,6,FCK,1616.0
2,6,Fiorentina,1747.0
2,6,Juventus,1843.0
2,6,Lazio,1787.0
2,6,Manchester City,2050.0
2,6,Manchester United,1756.0
2,6,Real Madrid,1997.0
2,6,Silkeborg,1458.0
2,7,Atalanta,1853.0
2,7,Bayer Leverkusen,1940.0
2,7,Brentford,1714.0
2,7,Brighton,1732.0
2,7,Chelsea,1842.0
2,7,Düsseldorf,1629.0
2,7,Fiorentina,1747.0
2,7,Frankfurt,1724.0
2,7,Granada,1517.0
2,7,Juventus,1843.0
2,7,Kaiserslautern,1441.0
2,7,Lazio,1787.0
2,7,Lyngby,1357.0
2,7,Manchester United,1756.0
2,7,Tottenham,1814.0
2,7,Valencia,1647.0
2,7,Werder Bremen,1686.0
2,7,West Ham,1723.0
2,8,AGF,1521.0
2,8,Arsenal,1964.0
2,8,Atalanta,1853.0
2,8,Athletic Bilbao,1769.0
2,8,Atletico Madrid,1853.0
2,8,Barcelona,1896.0
2,8,Bayern München,1925.0
2,8,Brøndby,1537.0
2,8,Dortmund,1872.0
2,8,FC Nordsjælland,1568.0
2,8,Lazio,1787.0
2,8,Liverpool,1925.0
2,8,Mallorca,1672.0
2,8,Manchester City,2050.0
2,8,Manchester United,1756.0
2,8,PSG,1906.0
2,8,Real Madrid,1997.0
2,8,Roma,1798.0
2,8,Silkeborg,1458.0
2,9,Arsenal,1964.0
2,9,Aston Villa,1794.0
2,9,Atletico Madrid,1853.0
2,9,Chelsea,1842.0
2,9,Dortmund,1872.0
2,9,Empoli,1667.0
2,9,Everton,1681.0
2,9,FC Midtjylland,1617.0
2,9,FCK,1616.0
2,9,Frankfurt,1724.0
2,9,Girona,1765.0
2,9,Gladbach,1656.0
2,9,Lecce,1610.0
2,9,Newcastle,1810.0
2,9,Osasuna,1669.0
2,9,Roma,1798.0
2,9,Stuttgart,1814.0
2,9,Tottenham,1814.0
2,9,Udinese,1676.0
2,9,Valencia,1647.0
2,10,AC Milan,1827.0
2,10,Arsenal,1964.0
2,10,Aston Villa,1794.0
2,10,Atalanta,1853.0
2,10,Atletico Madrid,1853.0
2,10,Barcelona,1896.0
2,10,Bayer Leverkusen,1940.0
2,10,Bayern München,1925.0
2,10,Club Brügge,1677.0
2,10,Dortmund,1872.0
2,10,Fenerbahce,1704.0
2,10,Lille,1760.0
2,10,Liverpool,1925.0
2,10,Manchester City,2050.0
2,10,Olympiakos,1642.0
2,10,PAOK,1602.0
2,10,PSG,1906.0
2,10,Real Madrid,1997.0
2,10,Roma,1798.0
2,10,West Ham,1723.0
2,11,AC Milan,1827.0
2,11,Atalanta,1853.0
2,11,Barcelona,1896.0
2,11,Bochum,1579.0
2,11,Brighton,1732.0
2,11,Brøndby,1537.0
2,11,Chelsea,1842.0
2,11,Coventry,1472.0
2,11,FC Midtjylland,1617.0
2,11,Feyenoord,1726.0
2,11,Fiorentina,1747.0
2,11,Hoffenheim,1660.0
2,11,Inter,1955.0
2,11,Juventus,1843.0
2,11,Lazio,1787.0
2,11,Manchester City,2050.0
2,11,Manchester United,1756.0
2,11,Nijmegen,1498.0
2,11,Real Madrid,1997.0
2,12,Aston Villa,1794.0
2,12,Atalanta,1853.0
2,12,Bayer Leverkusen,1940.0
2,12,Bayern München,1925.0
2,12,Betis,1710.0
2,12,Club Brügge,1677.0
2,12,Djurgården,1437.0
2,12,Dortmund,1872.0
2,12,FC Midtjylland,1617.0
2,12,Fiorentina,1747.0
2,12,Liverpool,1925.0
2,12,Malmö FF,1526.0
2,12,Marseille,1757.0
2,12,Olympiakos,1642.0
2,12,PSG,1906.0
2,12,Real Madrid,1997.0
2,12,Roma,1798.0
2,12,Sevilla,1669.0
2,12,Silkeborg,1458.0
2,12,West Ham,1723.0
2,13,Arsenal,1964.0
2,13,Barcelona,1896.0
2,13,Bayern München,1925.0
2,13,Bochum,1579.0
2,13,Bournemouth,1701.0
2,13,Brøndby,1537.0
2,13,Burnley,1624.0
2,13,FC Midtjylland,1617.0
2,13,Girona,1765.0
2,13,Juventus,1843.0
2,13,Liverpool,1925.0
2,13,Napoli,1790.0
2,13,Newcastle,1810.0
2,13,Roma,1798.0
2,13,Stuttgart,1814.0
2,13,Tottenham,1814.0
2,13,Udinese,1676.0
2,13,Union Berlin,1658.0
2,13,Vejle,1312.0
2,14,AGF,1521.0
2,14,Antwerpen,1590.0
2,14,Aston Villa,1794.0
2,14,Atalanta,1853.0
2,14,Bayer Leverkusen,1940.0
2,14,Bayern München,1925.0
2,14,Club Brügge,1677.0
2,14,Dortmund,1872.0
2,14,Fiorentina,1747.0
2,14,Marseille,1757.0
2,14,Olympiakos,1642.0
2,14,PSG,1906.0
2,14,Real Madrid,1997.0
2,14,Roma,1798.0
2,14,Silkeborg,1458.0
2,14,Union St Gilloise,1636.0
2,15,Arsenal,1964.0
2,15,Aston Villa,1794.0
2,15,Atalanta,1853.0
2,15,Brøndby,1537.0
2,15,Celtic,1670.0
2,15,Düsseldorf,1629.0
2,15,FC Midtjylland,1617.0
2,15,FCK,1616.0
2,15,Girona,1765.0
2,15,Holstein Kiel,1553.0
2,15,Juventus,1843.0
2,15,Leeds,1619.0
2,15,Liverpool,1925.0
2,15,Manchester United,1756.0
2,15,Norwich,1519.0
2,15,Rangers,1608.0
2,15,Southampton,1572.0
2,15,Villarreal,1759.0
2,15,West Bromwich,1553.0
2,16,AGF,1521.0
2,16,Anderlecht,1617.0
2,16,Atalanta,1853.0
2,16,Bayer Leverkusen,1940.0
2,16,Bayern München,1925.0
2,16,Besiktas,1525.0
2,16,Betis,1710.0
2,16,Bologna,1765.0
2,16,Club Brügge,1677.0
2,16,FC Midtjylland,1617.0
2,16,FC Nordsjælland,1568.0
2,16,FCK,1616.0
2,16,Freiburg,1689.0
2,16,Hoffenheim,1660.0
2,16,Juventus,1843.0
2,16,Sociedad,1738.0
2,16,Trabzonspor,1491.0
2,16,Union Berlin,1658.0
2,17,AGF,1521.0
2,17,AIK,1410.0
2,17,Bochum,1579.0
2,17,Brøndby,1537.0
2,17,Düsseldorf,1629.0
2,17,FC Nordsjælland,1568.0
2,17,FCK,1616.0
2,17,Fiorentina,1747.0
2,17,Göteborg,1322.0
2,17,Leeds,1619.0
2,17,Manchester City,2050.0
2,17,Manchester United,1756.0
2,17,Olympiakos,1642.0
2,17,Porto,1792.0
2,17,Regensburg,1358.0
2,17,Southampton,1572.0
2,17,Sporting Lissabon,1849.0
2,17,Viborg,1436.0
2,18,Atalanta,1853.0
2,18,Danmark,1863.0
2,18,Djurgården,1437.0
2,18,Dortmund,1872.0
2,18,Fiorentina,1747.0
2,18,Ghana,1502.0
2,18,Hammarby,1452.0
2,18,Italien,1943.0
2,18,Lugano,1474.0
2,18,Mali,1594.0
2,18,Mirandes,1480.0
2,18,Real Madrid,1997.0
2,18,Servette,1474.0
2,18,Sverige,1703.0
2,18,Tyrkiet,1812.0
2,18,Tyskland,1957.0
2,18,Ukraine,1767.0
2,19,Algeriet,1671.0
2,19,Angola,1585.0
2,19,Cameroun,1580.0
2,19,Danmark,1863.0
2,19,Derry City,1201.0
2,19,Eibar,1575.0
2,19,Espanyol,1599.0
2,19,HJK Helsinki,1242.0
2,19,Iran,1819.0
2,19,Japan,1873.0
2,19,Kroatien,1912.0
2,19,Norge,1746.0
2,19,Portugal,1975.0
2,19,Real Oviedo,1554.0
2,19,Sporting Gijon,1511.0
2,19,Syrien,1438.0
2,19,Uganda,1393.0
2,19,Uzbekistan,1690.0
2,20,Albanien,1638.0
2,20,Belgien,1923.0
2,20,Danmark,1863.0
2,20,England ,1996.0
2,20,Frankrig,2015.0
2,20,Georgien,1754.0
2,20,Italien,1943.0
2,20,Kroatien,1912.0
2,20,Portugal,1975.0
2,20,Schweiz,1855.0
2,20,Serbien,1784.0
2,20,Skotland,1705.0
2,20,Slovakiet,1702.0
2,20,Slovenien,1777.0
2,20,Spanien,2157.0
2,20,Tjekkiet,1723.0
2,20,Tyrkiet,1812.0
2,20,Tyskland,1957.0
2,20,Ungarn,1767.0
2,20,Østrig,1853.0
2,21,Albanien,1638.0
2,21,Belgien,1923.0
2,21,Danmark,1863.0
2,21,England ,1996.0
2,21,Frankrig,2015.0
2,21,Holland,1960.0
2,21,Italien,1943.0
2,21,Kroatien,1912.0
2,21,Polen,1748.0
2,21,Portugal,1975.0
2,21,Rumænien,1713.0
2,21,Schweiz,1855.0
2,21,Serbien,1784.0
2,21,Skotland,1705.0
2,21,Slovenien,1777.0
2,21,Spanien,2157.0
2,21,Tyrkiet,1812.0
2,21,Tyskland,1957.0
2,21,Ungarn,1767.0
2,21,Østrig,1853.0
2,22,Albanien,1638.0
2,22,Belgien,1923.0
2,22,Danmark,1863.0
2,22,England ,1996.0
2,22,Holland,1960.0
2,22,Italien,1943.0
2,22,Kroatien,1912.0
2,22,Rumænien,1713.0
2,22,Schweiz,1855.0
2,22,Serbien,1784.0
2,22,Skotland,1705.0
2,22,Slovakiet,1702.0
2,22,Slovenien,1777.0
2,22,Spanien,2157.0
2,22,Tjekkiet,1723.0
2,22,Tyrkiet,1812.0
2,22,Tyskland,1957.0
2,22,Ukraine,1767.0
2,22,Ungarn,1767.0
2,22,Østrig,1853.0
2,23,Belgien,1923.0
2,23,Brasilien,1997.0
2,23,Colombia,2061.0
2,23,Costa Rica,1662.0
2,23,Danmark,1863.0
2,23,England ,1996.0
2,23,Frankrig,2015.0
2,23,Georgien,1754.0
2,23,Holland,1960.0
2,23,Italien,1943.0
2,23,Paraguay,1710.0
2,23,Portugal,1975.0
2,23,Rumænien,1713.0
2,23,Schweiz,1855.0
2,23,Slovakiet,1702.0
2,23,Slovenien,1777.0
2,23,Spanien,2157.0
2,23,Tyrkiet,1812.0
2,23,Tyskland,1957.0
2,23,Østrig,1853.0
2,24,Bodø/Glimt,1607.0
2,24,Brann,1488.0
2,24,Brasilien,1997.0
2,24,Canada,1770.0
2,24,Colombia,2061.0
2,24,Djurgården,1437.0
2,24,England ,1996.0
2,24,Frankrig,2015.0
2,24,GAIS,1291.0
2,24,Hammarby,1452.0
2,24,Holland,1960.0
2,24,Norrköping,1310.0
2,24,Panama,1731.0
2,24,Portugal,1975.0
2,24,Schweiz,1855.0
2,24,Spanien,2157.0
2,24,Tyrkiet,1812.0
2,24,Tyskland,1957.0
2,24,Uruguay,1956.0
2,24,Venezuela,1771.0
2,25,Argentina,2149.0
2,25,Batumi,1147.0
2,25,Canada,1770.0
2,25,Colombia,2061.0
2,25,Differdange,1065.0
2,25,Elfsborg,1502.0
2,25,England ,1996.0
2,25,Frankrig,2015.0
2,25,Holland,1960.0
2,25,Klaksvik,1160.0
2,25,Linfield,1101.0
2,25,Ludogorets,1502.0
2,25,Paphos,1448.0
2,25,Shamrock,1228.0
2,25,Spanien,2157.0
2,25,Stjarnan,1149.0
2,25,Uruguay,1956.0
2,25,Vikingur,1215.0
2,25,Zalgiris,1206.0
2,26,AGF,1521.0
2,26,AaB,1351.0
2,26,Argentina,2149.0
2,26,Botev Plovdiv,1236.0
2,26,Canada,1770.0
2,26,Colombia,2061.0
2,26,Differdange,1065.0
2,26,England ,1996.0
2,26,FC Midtjylland,1617.0
2,26,FC Nordsjælland,1568.0
2,26,Göteborg,1322.0
2,26,Hammarby,1452.0
2,26,Klaksvik,1160.0
2,26,Lillestrøm,1306.0
2,26,Maribor,1386.0
2,26,Shamrock,1228.0
2,26,Spanien,2157.0
2,26,Strømsgodset,1352.0
2,26,Uruguay,1956.0
2,26,Vikingur,1215.0
2,27,AIK,1410.0
2,27,Brann,1488.0
2,27,Brøndby,1537.0
2,27,Cercle Brügge,1515.0
2,27,Club Brügge,1677.0
2,27,Dynamo Kiev,1542.0
2,27,Fenerbahce,1704.0
2,27,Frankrig,2015.0
2,27,GAIS,1291.0
2,27,Go Ahead Eagles,1453.0
2,27,Kilmarnock,1323.0
2,27,Lugano,1474.0
2,27,Molde,1552.0
2,27,Partizan Beograd,1328.0
2,27,Silkeborg,1458.0
2,27,USA,1727.0
2,27,Union St Gilloise,1636.0
2,27,Viborg,1436.0
2,28,AGF,1521.0
2,28,Banja Luka,1200.0
2,28,Brøndby,1537.0
2,28,Celje,1350.0
2,28,Cracovia,1409.0
2,28,Djurgården,1437.0
2,28,Elfsborg,1502.0
2,28,FC Midtjylland,1617.0
2,28,FC Nordsjælland,1568.0
2,28,FCK,1616.0
2,28,Halmstad,1241.0
2,28,Molde,1552.0
2,28,PAOK,1602.0
2,28,Rakow,1481.0
2,28,Silkeborg,1458.0
2,28,Slovan Bratislava,1439.0
2,28,Vejle,1312.0
2,28,Viking,1465.0
2,28,Värnamo,1307.0
2,29,Braunschweig,1383.0
2,29,Brøndby,1537.0
2,29,FC Midtjylland,1617.0
2,29,FC Nordsjælland,1568.0
2,29,FCK,1616.0
2,29,Ferencvaros,1485.0
2,29,Feyenoord,1726.0
2,29,Gent,1629.0
2,29,Legia,1478.0
2,29,Ostrava,1488.0
2,29,PSV,1795.0
2,29,Porto,1792.0
2,29,Schalke 04,1479.0
2,29,Silkeborg,1458.0
2,29,Slavia Prag,1770.0
2,29,Sporting Lissabon,1849.0
2,29,Union St Gilloise,1636.0
2,29,Vejle,1312.0
2,29,Viborg,1436.0
2,30,AGF,1521.0
2,30,Atalanta,1853.0
2,30,Brøndby,1537.0
2,30,Burnley,1624.0
2,30,FC Midtjylland,1617.0
2,30,FCK,1616.0
2,30,Ferencvaros,1485.0
2,30,HSV Hamburg,1579.0
2,30,Hertha Berlin,1511.0
2,30,Luton,1526.0
2,30,Manchester City,2050.0
2,30,Manchester United,1756.0
2,30,Ostrava,1488.0
2,30,Palermo,1481.0
2,30,Parma,1568.0
2,30,Plymouth,1418.0
2,30,QPR,1446.0
2,30,Real Madrid,1997.0
2,30,Sheffield Wednesday,1436.0
2,30,West Bromwich,1553.0
2,31,AC Milan,1827.0
2,31,Aston Villa,1794.0
2,31,Atletico Madrid,1853.0
2,31,Bayer Leverkusen,1940.0
2,31,Bodø/Glimt,1607.0
2,31,Chelsea,1842.0
2,31,FC Midtjylland,1617.0
2,31,FCK,1616.0
2,31,Kilmarnock,1323.0
2,31,Malmö FF,1526.0
2,31,Manchester City,2050.0
2,31,Randers,1444.0
2,31,Røde Stjerne,1569.0
2,31,Slovan Bratislava,1439.0
2,31,Sparta Prag,1728.0
2,31,Stuttgart,1814.0
2,31,Torino,1747.0
2,31,Villarreal,1759.0
2,31,West Ham,1723.0
2,32,AC Milan,1827.0
2,32,Athletic Bilbao,1769.0
2,32,Barcelona,1896.0
2,32,Brentford,1714.0
2,32,Brighton,1732.0
2,32,Celta Vigo,1656.0
2,32,FC Midtjylland,1617.0
2,32,FC Nordsjælland,1568.0
2,32,FCK,1616.0
2,32,Galatasaray,1715.0
2,32,Kilmarnock,1323.0
2,32,Liverpool,1925.0
2,32,Mainz,1682.0
2,32,Manchester United,1756.0
2,32,Parma,1568.0
2,32,Slovan Bratislava,1439.0
2,32,Union Berlin,1658.0
2,32,Villarreal,1759.0
2,32,Young Boys,1535.0
2,33,AC Milan,1827.0
2,33,Arsenal,1964.0
2,33,Bayer Leverkusen,1940.0
2,33,Betis,1710.0
2,33,Brighton,1732.0
2,33,Brøndby,1537.0
2,33,FC Midtjylland,1617.0
2,33,FCK,1616.0
2,33,Juventus,1843.0
2,33,Lazio,1787.0
2,33,Liverpool,1925.0
2,33,Manchester United,1756.0
2,33,Porto,1792.0
2,33,RB Leipzig,1850.0
2,33,Real Madrid,1997.0
2,33,Roma,1798.0
2,33,Silkeborg,1458.0
2,33,Sporting Lissabon,1849.0
2,33,Valencia,1647.0
2,33,Villarreal,1759.0
2,34,Belgien,1923.0
2,34,Danmark,1863.0
2,34,England ,1996.0
2,34,Frankrig,2015.0
2,34,Holland,1960.0
2,34,Irland,1582.0
2,34,Italien,1943.0
2,34,Kroatien,1912.0
2,34,Portugal,1975.0
2,34,Schweiz,1855.0
2,34,Serbien,1784.0
2,34,Slovenien,1777.0
2,34,Spanien,2157.0
2,34,Tyskland,1957.0
2,34,Ungarn,1767.0
2,34,Østrig,1853.0
2,35,AC Milan,1827.0
2,35,Arsenal,1964.0
2,35,Atalanta,1853.0
2,35,Atletico Madrid,1853.0
2,35,Barcelona,1896.0
2,35,Betis,1710.0
2,35,Club Brügge,1677.0
2,35,Dortmund,1872.0
2,35,Getafe,1628.0
2,35,Girona,1765.0
2,35,Inter,1955.0
2,35,Juventus,1843.0
2,35,Lille,1760.0
2,35,Liverpool,1925.0
2,35,Manchester City,2050.0
2,35,Monaco,1798.0
2,35,PSG,1906.0
2,35,PSV,1795.0
2,35,RB Leipzig,1850.0
2,35,Sporting Lissabon,1849.0
2,36,AC Milan,1827.0
2,36,AaB,1351.0
2,36,Ajax,1625.0
2,36,Arsenal,1964.0
2,36,Athletic Bilbao,1769.0
2,36,Besiktas,1525.0
2,36,Dortmund,1872.0
2,36,Everton,1681.0
2,36,FC Midtjylland,1617.0
2,36,FCK,1616.0
2,36,Frankfurt,1724.0
2,36,Gladbach,1656.0
2,36,Hoffenheim,1660.0
2,36,Inter,1955.0
2,36,Leicester,1640.0
2,36,Manchester City,2050.0
2,36,Osasuna,1669.0
2,36,Roma,1798.0
2,36,Stuttgart,1814.0
2,36,Valencia,1647.0
2,37,AaB,1351.0
2,37,Arsenal,1964.0
2,37,Atletico Madrid,1853.0
2,37,Bayer Leverkusen,1940.0
2,37,Bayern München,1925.0
2,37,Benfica,1774.0
2,37,Bournemouth,1701.0
2,37,FC Midtjylland,1617.0
2,37,FCK,1616.0
2,37,Inter,1955.0
2,37,Jagiellonia,1438.0
2,37,Juventus,1843.0
2,37,Maccabi Tel Aviv,1582.0
2,37,PSG,1906.0
2,37,RB Leipzig,1850.0
2,37,Real Madrid,1997.0
2,37,Southampton,1572.0
2,37,Udinese,1676.0
2,38,AC Milan,1827.0
2,38,Aston Villa,1794.0
2,38,Bayern München,1925.0
2,38,Betis,1710.0
2,38,Brøndby,1537.0
2,38,FC Midtjylland,1617.0
2,38,Fiorentina,1747.0
2,38,Frankfurt,1724.0
2,38,Ipswich,1582.0
2,38,Lecce,1610.0
2,38,Mainz,1682.0
2,38,Manchester United,1756.0
2,38,Real Madrid,1997.0
2,38,Sevilla,1669.0
2,38,St. Pauli,1605.0
2,38,Udinese,1676.0
2,38,Villarreal,1759.0
2,38,West Ham,1723.0
2,39,Belgien,1923.0
2,39,Danmark,1863.0
2,39,England ,1996.0
2,39,Finland,1607.0
2,39,Frankrig,2015.0
2,39,Holland,1960.0
2,39,Italien,1943.0
2,39,Norge,1746.0
2,39,Polen,1748.0
2,39,Portugal,1975.0
2,39,Schweiz,1855.0
2,39,Serbien,1784.0
2,39,Slovenien,1777.0
2,39,Spanien,2157.0
2,39,Tyskland,1957.0
2,39,Ungarn,1767.0
2,40,AGF,1521.0
2,40,Barcelona,1896.0
2,40,Bayer Leverkusen,1940.0
2,40,Bayern München,1925.0
2,40,Betis,1710.0
2,40,Brøndby,1537.0
2,40,Chelsea,1842.0
2,40,Djurgården,1437.0
2,40,Dortmund,1872.0
2,40,FC Midtjylland,1617.0
2,40,FCK,1616.0
2,40,Frankfurt,1724.0
2,40,Girona,1765.0
2,40,Hammarby,1452.0
2,40,Juventus,1843.0
2,40,Lazio,1787.0
2,40,Liverpool,1925.0
2,40,Real Madrid,1997.0
2,40,Sociedad,1738.0
2,40,Union St Gilloise,1636.0
2,41,AC Milan,1827.0
2,41,Ajax,1625.0
2,41,Arsenal,1964.0
2,41,Atalanta,1853.0
2,41,Augsburg,1614.0
2,41,Barcelona,1896.0
2,41,Besiktas,1525.0
2,41,Brøndby,1537.0
2,41,Dortmund,1872.0
2,41,FC Midtjylland,1617.0
2,41,FCK,1616.0
2,41,Feyenoord,1726.0
2,41,Galatasaray,1715.0
2,41,Liverpool,1925.0
2,41,Marseille,1757.0
2,41,Napoli,1790.0
2,41,PSG,1906.0
2,41,Real Madrid,1997.0
2,41,Verona,1640.0
2,42,Ajax,1625.0
2,42,Arsenal,1964.0
2,42,Atalanta,1853.0
2,42,Athletic Bilbao,1769.0
2,42,Basaksehir,1530.0
2,42,Bayer Leverkusen,1940.0
2,42,Betis,1710.0
2,42,Chelsea,1842.0
2,42,Dortmund,1872.0
2,42,FC Midtjylland,1617.0
2,42,FCK,1616.0
2,42,Inter,1955.0
2,42,Liverpool,1925.0
2,42,Manchester United,1756.0
2,42,Napoli,1790.0
2,42,PSV,1795.0
2,42,RB Leipzig,1850.0
2,42,Silkeborg,1458.0
2,42,Steaua Bukarest,1433.0
2,43,AGF,1521.0
2,43,Alaves,1647.0
2,43,Arsenal,1964.0
2,43,Barcelona,1896.0
2,43,Benfica,1774.0
2,43,Brighton,1732.0
2,43,Chelsea,1842.0
2,43,Deportivo La Coruna,1422.0
2,43,Eibar,1575.0
2,43,FCK,1616.0
2,43,Gladbach,1656.0
2,43,Inter,1955.0
2,43,Manchester City,2050.0
2,43,Napoli,1790.0
2,43,Porto,1792.0
2,43,RB Leipzig,1850.0
2,43,Sociedad,1738.0
2,43,Villarreal,1759.0
2,44,Albanien,1638.0
2,44,Belgien,1923.0
2,44,Danmark,1863.0
2,44,Finland,1607.0
2,44,Frankrig,2015.0
2,44,Grækenland,1781.0
2,44,Holland,1960.0
2,44,Italien,1943.0
2,44,Norge,1746.0
2,44,Polen,1748.0
2,44,Portugal,1975.0
2,44,Serbien,1784.0
2,44,Slovakiet,1702.0
2,44,Slovenien,1777.0
2,44,Spanien,2157.0
2,44,Sverige,1703.0
2,44,Ukraine,1767.0
2,44,Ungarn,1767.0
2,45,AC Milan,1827.0
